City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Condition
459,Oktyabrskoye,RU,43.0645,44.7417,37.4,93,40,8.95,scattered clouds
460,Isaccea,RO,45.2667,28.4667,32.0,93,0,4.61,clear sky
461,Karoi,ZW,-16.8099,29.6925,68.36,89,100,3.56,light rain
462,Khorinsk,RU,52.1657,109.7726,4.14,88,100,6.2,overcast clouds
463,Dubai,AE,25.2582,55.3047,68.0,36,0,5.75,clear sky
464,Avera,US,33.194,-82.5271,32.0,87,1,4.61,haze
465,Rio Grande,BR,-32.035,-52.0986,74.01,87,57,13.44,broken clouds
466,Abatskoye,RU,56.2875,70.4555,-4.25,92,60,4.74,broken clouds
467,Velez-Malaga,ES,36.7726,-4.1005,42.01,89,58,0.94,broken clouds
468,Brus Laguna,HN,15.75,-84.4833,71.29,96,30,4.43,light rain
469,Kahului,US,20.8947,-156.47,71.6,83,90,16.11,heavy intensity rain
470,Trogir,HR,43.5125,16.2517,43.0,70,40,6.91,scattered clouds
471,Rio Gallegos,AR,-51.6226,-69.2181,42.8,81,0,10.36,clear sky
472,Maracaibo,VE,10.6317,-71.6406,78.42,77,50,9.57,scattered clouds
473,Saint-Augustin,CA,51.226,-58.6502,26.73,94,100,13.82,overcast clouds
474,San Andres,CO,12.5847,-81.7006,78.8,89,75,14.97,moderate rain
475,Hassleholm,SE,56.1591,13.7664,33.8,86,90,5.75,overcast clouds
476,Koutsouras,GR,35.0339,25.9469,60.01,93,81,1.7,broken clouds
477,Chimbote,PE,-9.0853,-78.5783,69.67,85,90,5.5,overcast clouds
478,Yamada,JP,39.4667,141.95,30.34,85,66,14.05,broken clouds
479,Tirodi,IN,21.6833,79.7,88.65,30,19,2.66,few clouds
480,Buraydah,SA,26.326,43.975,55.4,100,1,5.75,mist
481,Solnechnyy,RU,50.7214,136.6319,-7.92,85,13,4.29,few clouds
482,Gomfoi,GR,39.4636,21.6925,48.99,100,75,2.39,broken clouds
483,Kalmunai,LK,7.4167,81.8167,80.22,82,100,8.08,moderate rain
484,Fatehpur,IN,25.9333,80.8,78.13,48,9,8.41,clear sky
485,Tuensang,IN,26.2833,94.8333,70.23,41,19,3.87,few clouds
486,Coahuayana,MX,18.7333,-103.6833,68.81,80,0,2.57,clear sky
487,Nyrob,RU,60.733,56.7202,-2.52,89,49,5.53,scattered clouds
488,Henties Bay,NA,-22.116,14.2845,64.96,81,89,3.76,overcast clouds
489,Camopi,GF,3.1655,-52.3158,71.56,98,100,2.08,overcast clouds
490,Hamilton,US,39.1834,-84.5333,26.01,93,1,1.45,mist
491,Namatanai,PG,-3.6667,152.4333,85.26,67,100,5.93,overcast clouds
492,Kumphawapi,TH,17.1087,103.0149,80.01,43,0,9.22,clear sky
493,Lano,NG,10.1725,11.4715,64.83,28,97,3.67,overcast clouds
494,Dzaoudzi,YT,-12.7887,45.2699,80.6,78,75,9.22,broken clouds
495,Barra Do Garcas,BR,-15.89,-52.2567,72.9,85,98,1.57,heavy intensity rain
496,Ceres,US,37.5949,-120.9577,43.0,100,1,3.74,mist
497,Basmat,IN,19.3167,77.1667,84.87,31,43,8.08,scattered clouds
498,Filadelfia,US,39.9523,-75.1638,36.0,44,20,14.97,few clouds
499,Toora-Khem,RU,52.4675,96.11,-2.36,83,100,2.73,overcast clouds
500,Santiago Del Estero,AR,-27.7951,-64.2615,78.49,64,57,5.19,broken clouds
501,Santa Cruz,BO,-17.8,-63.1667,77.0,83,40,11.5,scattered clouds
502,Krasnoselkup,RU,65.7,82.4667,-19.25,87,89,9.1,overcast clouds
503,Karratha,AU,-20.7377,116.8463,104.77,18,58,14.09,broken clouds
504,General Roca,AR,-39.0333,-67.5833,64.4,48,0,8.05,clear sky
505,Ahtopol,BG,42.1,27.95,41.0,100,90,10.36,light intensity drizzle
506,Vao,NC,-22.6667,167.4833,79.32,88,100,13.56,overcast clouds
507,Jinchang,CN,38.4953,102.1739,17.89,69,99,16.22,overcast clouds
508,Akyab,MM,20.15,92.9,79.02,55,36,4.92,scattered clouds
509,Natal,BR,-5.795,-35.2094,78.8,78,20,8.05,few clouds
510,Astana,KZ,51.1801,71.446,10.4,72,0,22.37,clear sky
511,Acapulco,MX,16.8634,-99.8901,74.25,77,41,4.7,scattered clouds
512,Vila Franca Do Campo,PT,37.7167,-25.4333,50.0,71,75,2.06,broken clouds
513,Christchurch,NZ,-43.5333,172.6333,68.0,68,48,12.66,scattered clouds
514,Richards Bay,ZA,-28.783,32.0377,77.9,78,89,6.15,overcast clouds
515,Warwick,US,41.7001,-71.4162,34.0,55,90,8.05,overcast clouds
516,Sobolevo,RU,54.4299,31.8996,13.05,97,95,5.84,overcast clouds
517,Yerbogachen,RU,61.2767,108.0108,-9.31,90,100,2.35,overcast clouds
518,Neuwied,DE,50.4333,7.4667,33.01,96,84,1.86,light snow
519,Hambantota,LK,6.1241,81.1185,82.4,89,75,2.3,heavy intensity rain
520,Bireun,ID,5.203,96.7009,82.06,79,90,9.4,light rain
521,Flin Flon,CA,54.7682,-101.865,18.95,97,40,8.84,scattered clouds
522,Singaraja,ID,-8.112,115.0882,85.68,68,43,4.07,scattered clouds
523,Achutupo,PA,9.2,-77.9833,77.86,83,85,0.98,light rain
524,Rafraf,TN,37.1904,10.1837,57.2,94,40,3.44,scattered clouds
525,Vitoria,BR,-20.3194,-40.3378,77.0,88,40,8.05,scattered clouds
526,Jacmel,HT,18.2342,-72.5347,75.2,88,99,5.75,overcast clouds
527,Severka,RU,56.8688,60.3015,-2.2,78,75,8.95,light snow
528,Maceio,BR,-9.6658,-35.7353,73.4,94,0,4.61,clear sky
529,Padang,ID,-0.9492,100.3543,86.0,70,40,3.44,heavy intensity rain
530,Vryburg,ZA,-26.9566,24.7284,78.85,46,78,3.91,broken clouds
531,Terrace,CA,54.5163,-128.6035,32.0,100,90,2.3,light snow
532,Taltal,CL,-25.4,-70.4833,63.0,78,5,0.65,clear sky
533,Challapata,BO,-18.9,-66.7667,49.75,62,100,4.45,overcast clouds
534,Bealanana,MG,-14.55,48.7333,78.71,64,1,1.36,clear sky
535,Tulu Bolo,ET,8.6667,38.2167,61.2,48,56,3.31,broken clouds
536,Kavaratti,IN,10.5669,72.642,83.16,74,39,9.26,scattered clouds
537,Kaili,ID,-3.4626,120.2147,81.5,73,99,2.77,moderate rain
538,Whitley Bay,GB,55.0397,-1.4471,39.99,93,40,13.8,scattered clouds
539,Ntoum,GA,0.3833,9.7833,77.0,94,40,5.75,light rain
540,Kudahuvadhoo,MV,2.6708,72.8944,81.84,70,100,9.1,overcast clouds
541,Vera Cruz,BR,-12.6333,-41.0333,67.1,96,9,1.66,clear sky
542,Flinders,AU,-34.5833,150.8552,77.0,66,0,8.99,clear sky
543,Urumqi,CN,43.801,87.6005,6.8,72,0,2.24,clear sky
544,Fort Morgan,US,40.2503,-103.8,28.4,100,90,3.44,mist
545,Grand-Santi,GF,4.25,-54.3833,71.31,97,100,2.08,overcast clouds
546,Ust-Charyshskaya Pristan,RU,52.3934,83.6635,19.8,88,100,15.59,overcast clouds
547,Ust-Maya,RU,60.4167,134.5333,-31.34,83,100,1.79,overcast clouds
548,Puerto Palomas,MX,31.7667,-107.6167,33.8,75,1,6.91,clear sky
549,Bolitoc,PH,15.7395,119.8769,83.91,51,0,2.55,clear sky
550,Erzin,TR,36.9559,36.2,55.99,49,36,13.0,scattered clouds
551,Harrismith,ZA,-28.2728,29.1295,68.25,65,39,1.86,scattered clouds
552,Constantine,DZ,36.365,6.6147,48.2,87,75,5.75,broken clouds
553,Ayan,RU,56.45,138.1667,-6.25,76,100,5.79,overcast clouds
554,Jamame,SO,0.0722,42.7506,81.79,60,46,15.19,scattered clouds
555,Ust-Tsilma,RU,65.441,52.1498,-9.69,90,64,3.62,broken clouds
556,Kem,RU,64.9555,34.5793,-4.94,92,83,4.81,broken clouds
557,Trairi,BR,-3.2778,-39.2689,78.26,79,51,8.72,broken clouds
558,Aguimes,ES,27.9054,-15.4461,59.0,72,40,11.5,light intensity drizzle
559,Fremont,US,37.5483,-121.9886,48.99,71,1,1.05,clear sky
560,Bukachacha,RU,52.9833,116.9167,2.62,82,100,1.39,overcast clouds
561,Luganville,VU,-15.5333,167.1667,81.37,82,100,4.32,light rain
562,Palana,RU,59.1167,159.9667,1.78,90,100,17.22,overcast clouds
563,Muroto,JP,33.2833,134.15,42.8,42,40,5.75,scattered clouds
564,Paita,PE,-5.0892,-81.1144,70.75,78,80,7.85,broken clouds
565,La Libertad,EC,-2.2333,-80.9,73.85,83,76,7.94,broken clouds
566,Manggar,ID,-2.8833,108.2667,87.62,63,100,9.22,moderate rain
567,Axim,GH,4.8699,-2.2405,78.51,88,0,6.55,clear sky
568,Dauphin,CA,51.1494,-100.0502,23.68,88,0,12.44,clear sky
569,Lalpur,IN,22.2,69.9667,77.0,47,0,9.22,smoke
570,Adamovka,RU,51.5223,59.9396,15.71,96,100,14.09,overcast clouds
571,Anito,PH,12.4497,125.2886,77.29,90,100,21.23,heavy intensity rain
572,Mabaruma,GY,8.2,-59.7833,73.11,97,92,4.07,overcast clouds
573,Touros,BR,-5.1989,-35.4608,77.0,83,20,4.61,few clouds
574,Ternate,ID,0.8,127.4,84.36,72,31,7.83,scattered clouds
575,Gambettola,IT,44.1175,12.3371,37.4,81,75,9.22,light rain
576,Mayo,US,38.8876,-76.5119,39.2,60,1,4.61,clear sky
577,Mulchen,CL,-37.7167,-72.2333,44.44,94,0,2.98,clear sky
578,Coxim,BR,-18.5067,-54.76,76.15,82,51,3.38,broken clouds
579,Taree,AU,-31.9,152.4667,77.0,57,75,11.5,broken clouds
580,Rorvik,NO,64.8621,11.2373,28.26,97,62,25.32,snow
581,Tocopilla,CL,-22.092,-70.1979,67.6,71,76,5.53,broken clouds
582,Inta,RU,66.0317,60.1659,-4.2,87,0,7.11,clear sky
583,Contai,IN,21.7786,87.7536,84.43,35,21,4.09,few clouds
584,Mackenzie,CA,55.2999,-123.1698,15.8,92,90,2.3,overcast clouds
585,Bubaque,GW,11.2833,-15.8333,77.88,55,68,21.81,broken clouds
586,Cleveland,US,41.4995,-81.6954,30.2,86,40,3.44,scattered clouds
587,Zvishavane,ZW,-20.3267,30.0665,72.81,73,82,6.31,broken clouds
588,Zverinogolovskoye,RU,54.4586,64.8542,3.29,93,100,6.11,overcast clouds
589,Buturlinovka,RU,50.8239,40.6092,28.54,96,98,15.55,overcast clouds
590,Ilo,PE,-17.6394,-71.3375,69.42,78,95,6.62,overcast clouds
591,Aswan,EG,24.0934,32.907,63.0,34,0,10.98,clear sky
592,Pulandian,CN,39.3953,121.9669,24.8,50,0,11.18,clear sky
593,Novikovo,RU,51.1537,37.8879,28.4,96,94,12.28,overcast clouds
594,Hirara,JP,24.8,125.2833,60.8,59,75,14.97,broken clouds
595,Abu Dhabi,AE,24.4667,54.3667,64.4,36,0,5.75,clear sky
596,North Platte,US,41.1239,-100.7654,33.8,69,90,3.44,overcast clouds
597,Nishihara,JP,26.1842,127.7558,62.6,41,75,17.27,broken clouds
598,Charters Towers,AU,-20.1,146.2667,81.91,69,93,18.05,overcast clouds
599,Obihiro,JP,42.9172,143.2044,17.6,49,20,3.44,few clouds
600,Watari,JP,38.035,140.8511,33.8,47,75,12.66,light snow
601,Uyuni,BO,-20.4597,-66.825,51.03,42,60,11.97,broken clouds
602,Medicine Hat,CA,50.0501,-110.6683,27.0,80,1,10.36,clear sky
603,Alto Longa,BR,-5.2511,-42.2103,74.25,92,100,4.5,overcast clouds
604,Broome,US,42.2506,-75.833,23.0,80,1,8.05,clear sky
605,Portland,US,45.5234,-122.6762,44.6,65,90,18.41,overcast clouds
606,Cohoes,US,42.7742,-73.7001,23.0,79,20,3.44,few clouds
607,Nong Kung Si,TH,16.65,103.3,78.01,79,0,9.62,clear sky
608,Mount Barker,AU,-35.0667,138.8667,100.99,17,83,3.36,broken clouds
609,Verkh-Usugli,RU,52.7,115.1667,2.62,83,100,1.81,overcast clouds
610,Corinto,GR,37.9407,22.9573,62.01,71,57,2.35,broken clouds
611,Garden City,US,42.3256,-83.331,26.6,80,1,3.22,clear sky
612,Sencha,UA,50.2548,33.346,31.01,94,98,12.41,overcast clouds
613,Yenagoa,NG,4.9247,6.2642,75.33,95,4,2.33,light rain
614,Jagtial,IN,18.8,78.9333,86.11,29,27,5.19,scattered clouds
615,Mizan Teferi,ET,6.9833,35.5833,73.56,47,98,1.34,overcast clouds
616,Lunenburg,CA,44.3835,-64.3155,32.0,86,99,14.97,overcast clouds
617,Margate,GB,51.3813,1.3862,34.0,89,0,4.0,clear sky
618,Tsuruoka,JP,38.7217,139.8217,30.2,74,75,19.57,light snow
619,Noumea,NC,-22.2763,166.4572,73.4,100,90,4.61,light rain
620,Jardim,BR,-21.4803,-56.1381,74.88,79,71,3.13,broken clouds
621,Bafq,IR,31.6128,55.4107,46.24,40,0,1.45,clear sky
622,Twentynine Palms,US,34.1356,-116.0542,51.01,29,1,6.91,clear sky
623,Santa Catarina De Tepehuanes,MX,25.35,-105.7333,41.79,77,0,5.97,clear sky
624,Altamira,BR,-3.2033,-52.2064,71.37,97,98,1.66,overcast clouds
625,Kiyasovo,RU,56.3491,53.1244,12.99,90,100,10.0,snow
626,Alta Floresta,BR,-9.8756,-56.0861,71.31,97,99,1.01,overcast clouds
627,Boditi,ET,6.9667,37.8667,64.89,43,69,4.97,broken clouds
628,Aktash,RU,50.3,87.7333,0.52,85,75,5.93,light snow
629,Nuevo Progreso,MX,23.1667,-97.95,64.0,96,100,1.99,moderate rain
630,Mamburao,PH,13.25,120.6667,81.34,62,32,13.51,scattered clouds
631,Yamoussoukro,CI,6.8206,-5.2767,77.0,94,75,6.91,broken clouds
632,Kibakwe,TZ,-6.7167,36.3667,67.93,82,100,4.09,overcast clouds
633,Saint-Francois,FR,46.4154,3.9054,28.99,86,0,8.05,clear sky
634,Ingham,US,42.6,-84.3833,19.99,93,1,3.15,clear sky
635,Urusha,RU,54.05,122.9,-2.33,86,100,1.72,overcast clouds
636,Castra-Nova,RO,44.1167,24.0167,35.01,93,75,5.75,mist
637,Muncar,ID,-8.4333,114.3333,86.23,73,20,4.47,few clouds
638,Pudozh,RU,61.8099,36.5345,-12.82,88,0,4.61,clear sky
639,Taunggyi,MM,20.7833,97.0333,76.33,44,52,7.54,broken clouds
640,Pantayivka,UA,48.674,32.8841,28.15,95,36,8.41,scattered clouds
641,Makarska,HR,43.2969,17.0178,37.0,79,96,11.01,overcast clouds
642,Alice Springs,AU,-23.7,133.8833,95.0,21,75,10.36,broken clouds
643,Nushki,PK,29.5542,66.0215,42.51,53,0,3.2,clear sky
644,Ulaangom,MN,49.9811,92.0667,-24.57,83,67,2.1,broken clouds
645,Grand-Lahou,CI,5.1367,-5.0242,78.01,90,5,9.06,clear sky
646,Severnyy,RU,50.677,36.5532,32.0,86,75,8.95,broken clouds
647,Cantaura,VE,9.3057,-64.3584,73.38,87,91,8.88,light rain
648,Tiznit,MA,29.5833,-9.5,47.5,88,72,13.49,light rain
649,Los Llanos De Aridane,ES,28.6585,-17.9182,59.0,55,40,6.91,scattered clouds
650,Bahia Honda,CU,22.9036,-83.1592,64.08,73,70,8.05,broken clouds
651,Verkhnevilyuysk,RU,63.4453,120.3167,-19.08,87,100,6.2,overcast clouds
652,Balykshi,KZ,47.0667,51.8667,28.4,80,95,8.95,mist
653,Sturgeon Bay,US,44.8342,-87.377,23.0,93,1,4.61,clear sky
654,Nador,MA,35.174,-2.9287,46.4,71,0,1.14,clear sky
655,Tarakan,ID,3.3,117.6333,87.8,70,40,4.61,scattered clouds
656,Shuyskoye,RU,59.3736,41.0305,6.51,94,87,6.58,light snow
657,Buala,SB,-8.145,159.5921,85.86,69,29,7.54,scattered clouds
658,Camacha,PT,33.0833,-16.3333,55.4,82,75,24.16,light rain
659,Kunzelsau,DE,49.2819,9.6889,28.4,86,90,2.3,overcast clouds
660,Carutapera,BR,-1.195,-46.02,78.12,85,94,6.78,overcast clouds
661,Kuruman,ZA,-27.4524,23.4325,77.07,48,50,3.87,scattered clouds
662,Zhangye,CN,38.9342,100.4517,14.59,83,99,7.85,overcast clouds
663,Mocuba,MZ,-16.8392,36.9856,85.19,70,48,1.7,scattered clouds
664,Parrita,CR,9.5201,-84.3225,68.0,73,20,9.22,few clouds
665,Gornopravdinsk,RU,60.05,69.9,-10.71,89,85,4.94,overcast clouds
666,Nyzhni Sirohozy,UA,46.8484,34.3804,31.57,93,99,5.61,overcast clouds
667,Inirida,CO,3.8653,-67.9239,72.16,97,80,0.34,broken clouds
668,Juneau,US,58.3019,-134.4197,39.2,70,90,16.11,light snow
669,Banhigan,PH,9.859,123.3893,82.4,83,75,13.8,moderate rain
670,Ranau,MY,5.9538,116.6641,89.6,70,20,5.75,few clouds
671,Luwuk,ID,-0.9516,122.7875,87.8,62,18,1.03,light rain
672,Wewak,PG,-3.5534,143.6268,85.01,70,100,6.4,light rain
673,Volokolamsk,RU,56.0336,35.9694,8.55,95,97,7.9,light snow
674,Takoradi,GH,4.8845,-1.7554,78.1,89,4,6.91,clear sky
675,Sulangan,PH,11.1373,123.7228,78.93,87,100,30.51,overcast clouds
676,Itoman,JP,26.1247,127.6694,62.01,63,40,20.71,scattered clouds
677,Pompeia,BR,-22.1086,-50.1717,70.12,95,62,5.59,broken clouds
678,Pital,CO,2.2665,-75.8044,67.28,80,92,2.44,light rain
679,Palasa,IN,18.7667,84.4167,84.2,41,71,5.61,broken clouds
680,Celestun,MX,20.8667,-90.4,65.37,72,29,10.11,scattered clouds
681,Yarada,IN,17.65,83.2667,86.0,37,40,2.3,haze
682,Velsk,RU,61.0701,42.0983,1.92,94,93,5.5,overcast clouds
683,Tual,ID,-5.6667,132.75,83.79,77,91,8.72,overcast clouds
684,Thinadhoo,MV,0.5333,72.9333,81.81,68,84,10.04,broken clouds
685,Saint Andrews,US,34.0454,-81.1293,37.4,75,1,5.79,clear sky
686,Lerwick,GB,60.1545,-1.1494,35.6,87,40,18.41,light snow
687,Luau,AO,-10.7073,22.2247,65.98,93,21,5.01,few clouds
